Observer	STREET	TB_number (in the street)	DATE	Real name of the street	TB_tree	TB_soil/grill	TB_taxa
CESCO	BERC	96	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Chenopodium album
CESCO	BERC	99	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Chenopodium album
CESCO	BERC	106	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Chenopodium album
CESCO	BERC	107	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Chenopodium album
CESCO	BERC	81	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Chenopodium polyspermum
CESCO	BERC	34	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Cirsium arvense
CESCO	BERC	38	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Cirsium arvense
CESCO	BERC	44	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Cirsium arvense
CESCO	BERC	25	27/06/2011	boulevard de Bercy	Platanus x acerifolia	grill	Convolvulus arvensis
CESCO	BERC	81	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Convolvulus arvensis
CESCO	BERC	84	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Convolvulus arvensis
CESCO	BERC	121	27/06/2011	boulevard de Bercy	Tilia sp.	grill	Convolvulus arvensis
CESCO	BERC	50	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Dactylis glomerata
CESCO	BERC	96	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Dactylis glomerata
CESCO	BERC	99	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Dactylis glomerata
CESCO	BERC	44	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Daucus carota
CESCO	BERC	46	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Daucus carota
CESCO	BERC	47	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Daucus carota
CESCO	BERC	86	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Daucus carota
CESCO	BERC	87	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Daucus carota
CESCO	BERC	88	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Daucus carota
CESCO	BERC	90	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Daucus carota
CESCO	BERC	40	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Erigeron
CESCO	BERC	48	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Erigeron
CESCO	BERC	86	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Erigeron
CESCO	BERC	25	27/06/2011	boulevard de Bercy	Platanus x acerifolia	grill	Erigeron canadensis
CESCO	BERC	33	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Erigeron canadensis
CESCO	BERC	49	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Erigeron canadensis
CESCO	BERC	55	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Erigeron canadensis
CESCO	BERC	3	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	grill	Erigeron sumatrensis
CESCO	BERC	12	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	grill	Erigeron sumatrensis
CESCO	BERC	13	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	grill	Erigeron sumatrensis
CESCO	BERC	14	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	grill	Erigeron sumatrensis
CESCO	BERC	15	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	grill	Erigeron sumatrensis
CESCO	BERC	16	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	grill	Erigeron sumatrensis
CESCO	BERC	17	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	grill	Erigeron sumatrensis
CESCO	BERC	19	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	grill	Erigeron sumatrensis
CESCO	BERC	20	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	grill	Erigeron sumatrensis
CESCO	BERC	25	27/06/2011	boulevard de Bercy	Platanus x acerifolia	grill	Erigeron sumatrensis
CESCO	BERC	34	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Erigeron sumatrensis
CESCO	BERC	37	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Erigeron sumatrensis
CESCO	BERC	38	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Erigeron sumatrensis
CESCO	BERC	41	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Erigeron sumatrensis
CESCO	BERC	43	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Erigeron sumatrensis
CESCO	BERC	50	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Erigeron sumatrensis
CESCO	BERC	52	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Erigeron sumatrensis
CESCO	BERC	53	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Erigeron sumatrensis
CESCO	BERC	56	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Erigeron sumatrensis
CESCO	BERC	57	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Erigeron sumatrensis
CESCO	BERC	61	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	grill	Erigeron sumatrensis
CESCO	BERC	69	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	grill	Erigeron sumatrensis
CESCO	BERC	78	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Erigeron sumatrensis
CESCO	BERC	81	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Erigeron sumatrensis
CESCO	BERC	90	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Erigeron sumatrensis
CESCO	BERC	91	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Erigeron sumatrensis
CESCO	BERC	92	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Erigeron sumatrensis
CESCO	BERC	96	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Erigeron sumatrensis
CESCO	BERC	97	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Erigeron sumatrensis
CESCO	BERC	102	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	grill	Erigeron sumatrensis
CESCO	BERC	103	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	grill	Erigeron sumatrensis
CESCO	BERC	107	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Erigeron sumatrensis
CESCO	BERC	108	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Erigeron sumatrensis
CESCO	BERC	109	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Erigeron sumatrensis
CESCO	BERC	110	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Erigeron sumatrensis
CESCO	BERC	111	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Erigeron sumatrensis
CESCO	BERC	112	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Erigeron sumatrensis
CESCO	BERC	113	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Erigeron sumatrensis
CESCO	BERC	114	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Erigeron sumatrensis
CESCO	BERC	115	27/06/2011	boulevard de Bercy	Tilia sp.	grill	Erigeron sumatrensis
CESCO	BERC	125	27/06/2011	boulevard de Bercy	Tilia sp.	grill	Erigeron sumatrensis
CESCO	BERC	122	27/06/2011	boulevard de Bercy	Tilia sp.	grill	Euphorbia peplus
CESCO	BERC	81	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Fallopia convolvulus
CESCO	BERC	53	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Galinsoga quadriradiata
CESCO	BERC	2	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	grill	Geranium rotundifolium
CESCO	BERC	38	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Geranium rotundifolium
CESCO	BERC	43	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Geranium rotundifolium
CESCO	BERC	44	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Geranium rotundifolium
CESCO	BERC	45	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Geranium rotundifolium
CESCO	BERC	48	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Geranium rotundifolium
CESCO	BERC	49	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Geranium rotundifolium
CESCO	BERC	50	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Geranium rotundifolium
CESCO	BERC	81	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Geranium rotundifolium
CESCO	BERC	83	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Geranium rotundifolium
CESCO	BERC	83	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Geranium rotundifolium
CESCO	BERC	84	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Geranium rotundifolium
CESCO	BERC	86	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Geranium rotundifolium
CESCO	BERC	89	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Geranium rotundifolium
CESCO	BERC	90	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Geranium rotundifolium
CESCO	BERC	91	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Geranium rotundifolium
CESCO	BERC	115	27/06/2011	boulevard de Bercy	Tilia sp.	grill	Geranium rotundifolium
CESCO	BERC	1	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	grill	Hordeum murinum
CESCO	BERC	8	27/06/2011	boulevard de Bercy	Platanus x acerifolia	grill	Hordeum murinum
CESCO	BERC	12	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	grill	Hordeum murinum
CESCO	BERC	22	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	grill	Hordeum murinum
CESCO	BERC	25	27/06/2011	boulevard de Bercy	Platanus x acerifolia	grill	Hordeum murinum
CESCO	BERC	26	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Hordeum murinum
CESCO	BERC	29	27/06/2011	boulevard de Bercy	Platanus x acerifolia	grill	Hordeum murinum
CESCO	BERC	31	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Hordeum murinum
CESCO	BERC	32	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Hordeum murinum
CESCO	BERC	35	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Hordeum murinum
CESCO	BERC	36	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Hordeum murinum
CESCO	BERC	39	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Hordeum murinum
CESCO	BERC	42	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Hordeum murinum
CESCO	BERC	43	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Hordeum murinum
CESCO	BERC	44	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Hordeum murinum
CESCO	BERC	45	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Hordeum murinum
CESCO	BERC	48	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Hordeum murinum
CESCO	BERC	49	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Hordeum murinum
CESCO	BERC	50	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Hordeum murinum
CESCO	BERC	51	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Hordeum murinum
CESCO	BERC	52	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Hordeum murinum
CESCO	BERC	56	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Hordeum murinum
CESCO	BERC	57	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Hordeum murinum
CESCO	BERC	59	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Hordeum murinum
CESCO	BERC	60	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Hordeum murinum
CESCO	BERC	62	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	grill	Hordeum murinum
CESCO	BERC	64	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Hordeum murinum
CESCO	BERC	65	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	grill	Hordeum murinum
CESCO	BERC	67	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Hordeum murinum
CESCO	BERC	81	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Hordeum murinum
CESCO	BERC	82	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Hordeum murinum
CESCO	BERC	83	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Hordeum murinum
CESCO	BERC	85	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Hordeum murinum
CESCO	BERC	87	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Hordeum murinum
CESCO	BERC	88	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Hordeum murinum
CESCO	BERC	89	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Hordeum murinum
CESCO	BERC	90	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Hordeum murinum
CESCO	BERC	91	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Hordeum murinum
CESCO	BERC	92	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Hordeum murinum
CESCO	BERC	93	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Hordeum murinum
CESCO	BERC	94	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Hordeum murinum
CESCO	BERC	95	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Hordeum murinum
CESCO	BERC	97	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Hordeum murinum
CESCO	BERC	98	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Hordeum murinum
CESCO	BERC	99	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Hordeum murinum
CESCO	BERC	100	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	grill	Hordeum murinum
CESCO	BERC	101	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	grill	Hordeum murinum
CESCO	BERC	102	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	grill	Hordeum murinum
CESCO	BERC	103	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	grill	Hordeum murinum
CESCO	BERC	104	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	grill	Hordeum murinum
CESCO	BERC	121	27/06/2011	boulevard de Bercy	Tilia sp.	grill	Hordeum murinum
CESCO	BERC	122	27/06/2011	boulevard de Bercy	Tilia sp.	grill	Hordeum murinum
CESCO	BERC	124	27/06/2011	boulevard de Bercy	Tilia sp.	grill	Hordeum murinum
CESCO	BERC	125	27/06/2011	boulevard de Bercy	Tilia sp.	grill	Hordeum murinum
CESCO	BERC	008bis	27/06/2011	boulevard de Bercy	Tilia sp.	grill	Hordeum murinum
CESCO	BERC	38	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Hypericum perforatum
CESCO	BERC	45	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Hypericum perforatum
CESCO	BERC	46	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Hypericum perforatum
CESCO	BERC	47	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Hypericum perforatum
CESCO	BERC	48	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Hypericum perforatum
CESCO	BERC	49	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Hypericum perforatum
CESCO	BERC	50	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Hypericum perforatum
CESCO	BERC	51	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Hypericum perforatum
CESCO	BERC	52	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Hypericum perforatum
CESCO	BERC	55	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Hypericum perforatum
CESCO	BERC	56	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Hypericum perforatum
CESCO	BERC	57	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Hypericum perforatum
CESCO	BERC	85	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Hypericum perforatum
CESCO	BERC	88	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Hypericum perforatum
CESCO	BERC	90	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Hypericum perforatum
CESCO	BERC	91	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Hypericum perforatum
CESCO	BERC	92	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Hypericum perforatum
CESCO	BERC	95	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Hypericum perforatum
CESCO	BERC	52	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Hypochaeris radicata
CESCO	BERC	53	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Hypochaeris radicata
CESCO	BERC	90	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Hypochaeris radicata
CESCO	BERC	92	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Hypochaeris radicata
CESCO	BERC	2	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	grill	Lactuca serriola
CESCO	BERC	35	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Lactuca serriola
CESCO	BERC	36	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Lactuca serriola
CESCO	BERC	37	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Lactuca serriola
CESCO	BERC	44	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Lactuca serriola
CESCO	BERC	46	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Lactuca serriola
CESCO	BERC	49	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Lactuca serriola
CESCO	BERC	51	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Lactuca serriola
CESCO	BERC	54	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Lactuca serriola
CESCO	BERC	57	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Lactuca serriola
CESCO	BERC	59	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Lactuca serriola
CESCO	BERC	61	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	grill	Lactuca serriola
CESCO	BERC	62	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	grill	Lactuca serriola
CESCO	BERC	64	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Lactuca serriola
CESCO	BERC	81	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Lactuca serriola
CESCO	BERC	83	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Lactuca serriola
CESCO	BERC	84	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Lactuca serriola
CESCO	BERC	86	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Lactuca serriola
CESCO	BERC	96	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Lactuca serriola
CESCO	BERC	99	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Lactuca serriola
CESCO	BERC	106	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Lactuca serriola
CESCO	BERC	117	27/06/2011	boulevard de Bercy	Tilia sp.	grill	Lactuca serriola
CESCO	BERC	45	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Lepidium ruderale
CESCO	BERC	48	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Lepidium ruderale
CESCO	BERC	49	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Lepidium ruderale
CESCO	BERC	50	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Lepidium ruderale
CESCO	BERC	53	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Lepidium ruderale
CESCO	BERC	55	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Lepidium ruderale
CESCO	BERC	56	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Lepidium ruderale
CESCO	BERC	91	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Lepidium ruderale
CESCO	BERC	98	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Lepidium ruderale
CESCO	BERC	110	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Lepidium ruderale
CESCO	BERC	115	27/06/2011	boulevard de Bercy	Tilia sp.	grill	Lepidium ruderale
CESCO	BERC	123	27/06/2011	boulevard de Bercy	Tilia sp.	grill	Lepidium ruderale
CESCO	BERC	45	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Linaria vulgaris
CESCO	BERC	46	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Linaria vulgaris
CESCO	BERC	47	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Linaria vulgaris
CESCO	BERC	48	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Linaria vulgaris
CESCO	BERC	49	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Linaria vulgaris
CESCO	BERC	51	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Linaria vulgaris
CESCO	BERC	52	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Linaria vulgaris
CESCO	BERC	53	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Linaria vulgaris
CESCO	BERC	81	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Linaria vulgaris
CESCO	BERC	82	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Linaria vulgaris
CESCO	BERC	85	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Linaria vulgaris
CESCO	BERC	86	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Linaria vulgaris
CESCO	BERC	88	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Linaria vulgaris
CESCO	BERC	90	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Linaria vulgaris
CESCO	BERC	92	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Linaria vulgaris
CESCO	BERC	123	27/06/2011	boulevard de Bercy	Tilia sp.	grill	Linaria vulgaris
CESCO	BERC	39	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Lolium perenne
CESCO	BERC	41	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Lolium perenne
CESCO	BERC	46	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Lolium perenne
CESCO	BERC	56	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Lolium perenne
CESCO	BERC	81	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Lolium perenne
CESCO	BERC	96	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Lolium perenne
CESCO	BERC	99	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Lolium perenne
CESCO	BERC	106	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Lolium perenne
CESCO	BERC	107	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Lolium perenne
CESCO	BERC	3	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	grill	Mahonia aquifolium
CESCO	BERC	13	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	grill	Malva sylvestris
CESCO	BERC	93	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Malva sylvestris
CESCO	BERC	32	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Matricaria
CESCO	BERC	106	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Matricaria discoidea
CESCO	BERC	25	27/06/2011	boulevard de Bercy	Platanus x acerifolia	grill	Matricaria perforata
CESCO	BERC	44	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Matricaria perforata
CESCO	BERC	81	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Matricaria recutita
CESCO	BERC	89	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Matricaria recutita
CESCO	BERC	90	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Matricaria recutita
CESCO	BERC	96	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Matricaria recutita
CESCO	BERC	99	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Matricaria recutita
CESCO	BERC	106	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Matricaria recutita
CESCO	BERC	3	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	grill	Medicago lupulina
CESCO	BERC	36	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Medicago lupulina
CESCO	BERC	57	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Medicago lupulina
CESCO	BERC	84	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Medicago lupulina
CESCO	BERC	85	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Medicago lupulina
CESCO	BERC	89	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Medicago lupulina
CESCO	BERC	90	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Medicago lupulina
CESCO	BERC	48	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Melilotus officinalis
CESCO	BERC	50	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Melilotus officinalis
CESCO	BERC	57	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Melilotus officinalis
CESCO	BERC	92	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Melilotus officinalis
CESCO	BERC	1	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	grill	Mercurialis annua
CESCO	BERC	2	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	grill	Mercurialis annua
CESCO	BERC	119	27/06/2011	boulevard de Bercy	Tilia sp.	grill	Oxalis corniculata
CESCO	BERC	122	27/06/2011	boulevard de Bercy	Tilia sp.	grill	Oxalis corniculata
CESCO	BERC	123	27/06/2011	boulevard de Bercy	Tilia sp.	grill	Oxalis corniculata
CESCO	BERC	125	27/06/2011	boulevard de Bercy	Tilia sp.	grill	Oxalis corniculata
CESCO	BERC	6	27/06/2011	boulevard de Bercy	Platanus x acerifolia	grill	Parietaria judaica
CESCO	BERC	40	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Parietaria judaica
CESCO	BERC	41	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Parietaria judaica
CESCO	BERC	1	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	grill	Pastinaca sativa
CESCO	BERC	2	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	grill	Pastinaca sativa
CESCO	BERC	55	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Pastinaca sativa
CESCO	BERC	70	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	grill	Pastinaca sativa
CESCO	BERC	94	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Pastinaca sativa
CESCO	BERC	96	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Pastinaca sativa
CESCO	BERC	124	27/06/2011	boulevard de Bercy	Tilia sp.	grill	Pastinaca sativa
CESCO	BERC	50	27/06/2011	boulevard de Bercy	Platanus x acerifolia	soil	Picris echioides
CESCO	BERC	54	27/06/2011	boulevard de Bercy	Aesculus hippocastanum	soil	Picris echioides
